Vyne Bistro|209|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/vyne-bistro-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|The food is so good!!!! They change the menu pretty often. Best wine!!! The owners are amazing!!! This is my favorite restaurant!!!  Every time family and...|https://s3-media3.fl.yelpcdn.com/bphoto/nVv6QlSx2C72IVkLu9Jqng/ms.jpg|+1-408-375-2618|San Jose|CA|95112|110 Paseo De San Antonio|37.3337014|-121.8852663
Lee's Sandwiches|311|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/lees-sandwiches-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|This place is awesome. I've been to other Lee's and they just don't stack up. They are very friendly and quick to get your order out. I recommend the #19...|https://s3-media4.fl.yelpcdn.com/bphoto/ow9JFESqJ3zl0Yz8uokoFQ/ms.jpg|+1-408-286-8808|San Jose|CA|95113|260 E Santa Clara St|37.338434405787|-121.88474368123
Dakao|407|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/dakao-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Best place in San Jose for great Vietnamese sandwiches.Very inexpensive and tasty.Customer service was lacking a bit, but other than that the food came...|https://s3-media2.fl.yelpcdn.com/bphoto/Ov1FJa6uNXmsUjK5P2kiaw/ms.jpg|+1-408-286-7260|San Jose|CA|95112|98 E San Salvador St|37.3307|-121.88409
Entrees Unlimited|26|4.5|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png|https://www.yelp.com/biz/entrees-unlimited-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|I cannot say enough good things about this company! I frequently order breakfast for our company from various Bay Area restaurants and to say the least,...|https://s3-media2.fl.yelpcdn.com/bphoto/3xjTPDVebRwsR9ECv97abw/ms.jpg|+1-408-280-0910|San Jose|CA|95112|365 E Julian St|37.34447479248|-121.88613891602
Hoagie Steak Out|331|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/hoagie-steak-out-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|"Meowww..." I whined as my Husky friend and myself wandered from our convention at the convention center in search of a quick lunch. I had been craving...|https://s3-media3.fl.yelpcdn.com/bphoto/knUqgle5YWSbATrhH_GBQQ/ms.jpg|+1-408-286-8811|San Jose|CA|95112|304 S 3rd St|37.3324572781|-121.88470289413
K zzang|160|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/k-zzang-san-jose-4?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Just came here for dinner and got the dumplings and the bib bim bap (not in a stone bowl) along with the pan fried dumplings. The dumplings were larger than...|https://s3-media2.fl.yelpcdn.com/bphoto/8O1BSRlhWThoBXCsCgfijQ/ms.jpg|+1-408-975-6677|San Jose|CA|95113|78 S 1st St|37.33478412462|-121.88937197927
Sa-By Thai Cuisine|396|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/sa-by-thai-cuisine-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Oh my god this place is delicious! Perfect take out date after a long hard day for my fiancé and I. He looked up Thai food because we were craving it and...|https://s3-media3.fl.yelpcdn.com/bphoto/i27z0UyC0nxpD8frWr62IQ/ms.jpg|+1-408-286-5807|San Jose|CA|95112|346 E William St|37.33186|-121.87758
Street Fusion|66|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/street-fusion-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Awesome delicious food. I got the tofu sandwich and it was the best one I've had. It had flavor and was spicy. Loved it!|https://s3-media2.fl.yelpcdn.com/bphoto/L3w5ScB_c2xJqEC_GSTqRg/ms.jpg|+1-408-614-3030|San Jose|CA|95173||37.3402388386|-121.88991416931
Cubamex|73|4.5|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png|https://www.yelp.com/biz/cubamex-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|In some ways, downtown businesses have it pretty easy. They can roll out all the overpriced, mediocre food they want, and the business travelers, SJSU...|https://s3-media2.fl.yelpcdn.com/bphoto/cnAYrfkkTHBQFa-XzgGgMQ/ms.jpg|+1-408-320-1776|San Jose|CA|95113|325 S 1st StSte 120|37.331047760816|-121.88697449863
Konjoe Tei|322|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/konjoe-tei-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|If I could give this spicy coconut milk ramen 11 stars I would. It is rich and creamy and leaves you with the feeling that all you want to do is curl up for...|https://s3-media4.fl.yelpcdn.com/bphoto/BzTiOG1rKflwZnioC0d5hQ/ms.jpg|+1-408-217-8789|San Jose|CA|95113|387 S 1st StSte 109|37.330173492432|-121.88654327393
Vegetarian House|787|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/vegetarian-house-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|So I was in town looking for a place for a late meal and came across this place. Let me make one thing clear first, I am a carnivore and eat steak all the...|https://s3-media4.fl.yelpcdn.com/bphoto/q840KKWhsY_YoBzSQUNXFQ/ms.jpg|+1-408-292-3798|San Jose|CA|95112|520 E Santa Clara St|37.341312408447|-121.87907409668
San Jose Bar & Grill|314|3|https://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png|https://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png|https://www.yelp.com/biz/san-jose-bar-and-grill-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Great bar with great bartenders great times. Corey and Brittney will make you very well crafted drinks. The security staff is polite and friendly. Good...|https://s3-media4.fl.yelpcdn.com/bphoto/kV9M0-uwrVgWfDXJKUq6UQ/ms.jpg|+1-408-286-2397|San Jose|CA|95113|85 S 2nd St|37.335137|-121.888577
Louisiana Bistro|277|3|https://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png|https://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png|https://www.yelp.com/biz/louisiana-bistro-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|We dropped in for lunch before today's afternoon Sharks game. Not too busy, since it was a holiday; a few more tables came in while we were there. Lunch...|https://s3-media1.fl.yelpcdn.com/bphoto/nrTvV4iMmpLI1tdePvOCqQ/ms.jpg|+1-408-295-1300|San Jose|CA|95113|19 N Market St|37.335744|-121.892677
The Dude selling BBQ on 13th and Taylor|1|1|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f64056afac01/ico/stars/v1/stars_1.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/74cb12ae7253/ico/stars/v1/stars_small_1.png|https://www.yelp.com/biz/the-dude-selling-bbq-on-13th-and-taylor-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Okay, I will pretty much eat anything regardless of health codes. So I see a smoking bbq pit on my way to the 101, and I stop. I was hoping for a hot link...|||San Jose|CA|95109||37.33793|-121.8924
Flames Eatery & Bar|1394|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/flames-eatery-and-bar-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|I made reservations for brunch for 20 for my hubby's bday and they were so very accommodating. Our waitress even gave everyone, or couple, their own bill....|https://s3-media1.fl.yelpcdn.com/bphoto/hX37KTATcCnOkApIDxSQQQ/ms.jpg|+1-408-971-1960|San Jose|CA|95112|88 S 4th St|37.336123524179|-121.88590056695
